ID,mjd,z,zErr,zWarning,cx,cy,cz,sciencePrimary,legacyPrimary,seguePrimary,segue1Primary,segue2Primary,bossPrimary,sdssPrimary,objID,mode,nChild,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,fiberMagErr_u,fiberMagErr_g,fiberMagErr_r,fiberMagErr_i,fiberMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,mRrCc_r,mRrCcErr_r,score,resolveStatus,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z,p_cs,p_el,label
11,53119,0.1312864,1.682277E-5,0,-0.947934120104341,0.232653392662573,0.217470234341628,1,1,1,0,0,0,0,1237661950783389893,1,0,20.75137,19.66583,19.22758,18.79276,18.34247,0.07861805,0.01694172,0.02140491,0.02081534,0.03366124,21.11042,19.93757,19.17702,18.82098,18.53049,0.08671773,0.01603006,0.01217351,0.0134423,0.03301642,19.09102,18.34367,17.6965,17.35419,17.28514,0.08749113,0.0204917,0.01767146,0.02080111,0.06797739,19.09109,18.04553,17.35664,17.00182,16.75212,0.05515699,0.0109955,0.008741709,0.009789493,0.02517527,18.15692,18.28253,17.56095,17.25149,17.18774,0.05256468,0.01106174,0.008908573,0.009952576,0.02526291,28.25059,0.3575926,0.82454,257,24577,24577,24577,24577,24577,0.07047385,0.05491275,0.03798838,0.02822944,0.02099752,19.02061,17.99062,17.31865,16.97359,16.73112,0.551999986171722,0.344999998807907,1
12,53119,0.1313112,8.1226E-6,0,-0.947437185148439,0.234775000694164,0.217355651518562,1,1,1,0,0,0,0,1237661950783389808,1,0,20.37871,19.34027,19.08145,18.71692,18.21812,0.05580119,0.01449812,0.02089697,0.0199638,0.03129296,20.7291,19.61718,19.01805,18.64659,18.39778,0.05819899,0.01278126,0.01083131,0.01171315,0.02966613,18.57001,17.65697,17.121,16.83519,16.64394,0.0665461,0.01370536,0.01307595,0.01605774,0.04752504,18.75515,17.67534,17.11825,16.78453,16.56433,0.03801902,0.007576655,0.006810565,0.00765242,0.02019654,18.27535,17.59298,16.98177,16.67693,16.43868,0.03958387,0.00767229,0.006995293,0.007828884,0.02048167,64.14422,0.6240887,0.82454,257,24577,24577,24577,24577,24577,0.07040709,0.05486073,0.0379524,0.0282027,0.02097763,18.68474,17.62048,17.0803,16.75633,16.54336,0.551999986171722,0.379000008106232,1
13,54266,0.1079921,1.161069E-5,0,-0.56795958049159,-0.806274433068309,0.16535856043215,1,1,1,0,0,0,0,1237662533822251290,1,0,20.87927,19.74656,19.17005,18.84268,18.66994,0.07966042,0.02369952,0.01735142,0.01978588,0.03757982,20.99141,19.80091,19.12147,18.74557,18.49031,0.08569464,0.01453859,0.01147169,0.009946203,0.03348231,18.90792,17.91324,17.36432,17.06476,16.9246,0.09095512,0.01570242,0.01341676,0.01571912,0.05839422,19.09053,17.94567,17.34087,16.99149,16.77608,0.04864645,0.008552363,0.007275534,0.007473986,0.02261855,18.85137,17.8562,17.28068,16.93974,16.78247,0.04831642,0.008527796,0.007394532,0.007654533,0.02312269,56.27967,0.5720247,0.8357359,257,1,24577,24577,24577,24577,0.1486876,0.1158563,0.08014888,0.05955921,0.04430111,18.94184,17.82981,17.26073,16.93193,16.73178,0.542999982833862,0.400000005960464,1
14,54266,0.1034322,3.090795E-5,0,-0.569381583724501,-0.807872253204295,0.152141495385034,1,1,1,0,0,0,0,1237662635836375398,1,0,21.42065,19.60962,18.78308,18.37388,17.95301,0.08701208,0.02296727,0.01344347,0.01236836,0.02229188,21.44533,19.5589,18.62264,18.1973,17.90515,0.0784024,0.01207514,0.007800973,0.006495971,0.01918079,20.07562,18.55225,17.63387,17.21162,16.9724,0.1356646,0.01700539,0.01219769,0.01312994,0.03190518,20.3112,18.45193,17.53003,17.1016,16.79916,0.07796998,0.009553624,0.006500819,0.006411334,0.0147567,19.98248,18.45624,17.53651,17.12766,16.88928,0.07705818,0.009582459,0.006507398,0.006412454,0.01474346,8.064342,0.05089589,0.9548095,257,24577,24577,24577,24577,24577,0.1689321,0.1316308,0.09106155,0.06766849,0.05033293,20.14227,18.3203,17.43897,17.03393,16.74883,0.232999995350838,0.699999988079071,2
15,54266,0.2127153,4.118483E-5,0,-0.573448352501281,-0.802001644135447,0.167183581184299,1,1,1,0,0,0,0,1237662533822054768,1,0,21.91027,20.0444,18.78783,18.25261,17.94282,0.1913859,0.025945,0.02007944,0.02415764,0.03042333,21.91501,19.99763,18.62996,18.11036,17.75473,0.150807,0.02187017,0.01397668,0.012655,0.02266792,20.40926,18.72715,17.40833,16.83473,16.50568,0.32228,0.04307249,0.0371145,0.03205699,0.04649164,20.76826,18.60579,17.2281,16.66249,16.37359,0.204145,0.01400328,0.006925459,0.006083841,0.01561953,20.88837,18.60922,17.25272,16.67918,16.35887,0.2246757,0.0140534,0.006954283,0.006125452,0.01561911,16.86375,0.1457176,0.853487,257,1,24577,24577,24577,24577,0.1559117,0.1214854,0.08404302,0.06245297,0.04645354,20.61235,18.48431,17.14405,16.60004,16.32714,0.0,0.524999976158142,2
16,53137,0.04069638,7.534316E-6,0,-0.541021654157678,-0.828693889632572,0.143394585037683,1,1,1,0,0,0,0,1237662199898177899,1,0,21.03932,20.30395,19.97659,19.64956,19.39588,0.0670175,0.02272812,0.02280482,0.02292406,0.05066297,20.8752,19.95685,19.48323,19.11789,18.89251,0.0662858,0.01660633,0.01363224,0.01665268,0.04219612,18.12197,17.54415,17.08134,16.86573,16.89145,0.1539467,0.03468155,0.3066032,0.03399988,0.1163936,18.42574,17.51484,17.06425,16.76844,16.64272,0.03160572,0.009953079,0.009674141,0.0114466,0.03055993,18.20156,17.48696,16.98208,16.7417,16.63614,0.03240813,0.01007915,0.009897159,0.01165789,0.03095429,360.536,4.695679,0.8915561,257,24577,24577,24577,24577,24577,0.1539727,0.1199745,0.08299781,0.06167627,0.04587581,18.27177,17.39487,16.98125,16.70676,16.59684,0.967999994754791,0.0209999997168779,1
17,53137,0.05619597,9.617111E-6,0,-0.537730127404103,-0.827617456749894,0.160921270703423,1,1,1,0,0,0,0,1237662636910969255,1,0,20.15272,18.84712,18.26397,18.00784,17.68865,0.03704924,0.01608472,0.01532371,0.02046152,0.0229877,19.8251,18.53107,17.91739,17.55272,17.31838,0.02813316,0.006233736,0.00509804,0.004986531,0.01026693,18.71176,17.46072,16.87902,16.53533,16.30405,0.04108008,0.006353502,0.005725691,0.006077196,0.01907814,18.64411,17.34063,16.72671,16.37662,16.13752,0.02482679,0.005106491,0.004469913,0.00450897,0.01035357,18.55481,17.38258,16.80058,16.46113,16.18402,0.02506519,0.005136782,0.004503779,0.004544178,0.01044096,10.29445,0.03520764,0.9674579,257,24577,24577,24577,24577,24577,0.1804396,0.1405973,0.09726457,0.072278,0.05376155,18.46367,17.20003,16.62944,16.30435,16.08376,0.28099998831749,0.656000018119812,2
18,53137,0.1044659,1.538303E-5,0,-0.52930400554098,-0.83120129420216,0.170122538879854,1,1,1,0,0,0,0,1237668330961895863,1,0,21.71264,20.44455,19.96409,19.54128,19.01507,0.1570476,0.02865378,0.02195468,0.02606336,0.05847169,21.62144,20.22747,19.49874,19.1286,18.82437,0.1324107,0.01937794,0.01495893,0.01722911,0.05353186,19.80306,18.53824,17.89312,17.50681,17.23972,0.1458693,0.02251685,0.01548159,0.02642332,0.08242913,19.90912,18.46652,17.79904,17.41515,17.09855,0.0760253,0.01359477,0.01059429,0.01248707,0.03547161,19.58586,18.45719,17.79904,17.43096,17.14157,0.0806142,0.01359007,0.01059429,0.01248489,0.03709257,56.38913,0.8646649,0.8753163,257,24577,24577,24577,24577,24577,0.2152869,0.1677501,0.1160487,0.08623666,0.06414423,19.69383,18.29877,17.68299,17.32891,17.03441,0.321000009775162,0.53600001335144,2
19,53119,0.0627946,9.35427E-6,0,-0.951285868585422,0.227599972863258,0.20797463446854,1,1,1,0,0,0,0,1237661812803829933,1,0,20.82676,20.07158,19.62852,19.57634,19.3754,0.09831321,0.0225963,0.02369075,0.02680775,0.08200081,21.3225,20.29823,19.82237,19.5585,19.36392,0.1176108,0.01992,0.01951911,0.02415122,0.08706444,18.8321,17.81906,17.43901,17.23164,17.07102,0.1318814,0.02011313,0.02390387,0.03178036,0.1249048,18.83858,17.78765,17.38579,17.14826,16.99732,0.05946483,0.009764705,0.01077692,0.01314364,0.05027825,18.50741,17.72002,17.3402,17.0945,16.88702,0.06163231,0.00975382,0.0109752,0.01353988,0.05212859,151.9854,2.769276,0.7825787,257,1,8193,24577,24577,24577,0.06359204,0.04955048,0.0342788,0.02547282,0.0189471,18.77499,17.7381,17.35151,17.12279,16.97837,0.36599999666214,0.389999985694885,0
20,53119,0.1433957,3.129222E-5,0,-0.947678840492562,0.22928917549741,0.222106481855869,1,1,1,0,0,0,0,1237661813877571728,1,0,21.55672,19.48713,18.48433,18.08911,17.74566,0.179957,0.0310594,0.01871945,0.02612796,0.03527398,21.94975,19.77561,18.72261,18.28412,17.95054,0.1999631,0.01360142,0.008810948,0.009216256,0.01953544,20.43521,18.66579,17.66855,17.19928,17.05069,0.258703,0.02441468,0.01880898,0.01834178,0.0479492,20.70416,18.67019,17.60622,17.16842,16.85294,0.1546511,0.01119545,0.007417807,0.007690922,0.01874635,19.84402,18.60662,17.60622,17.18058,17.02312,0.132758,0.01118709,0.007417806,0.007690819,0.02012386,12.86767,0.1166014,0.7913587,257,1,24577,24577,24577,24577,0.06427366,0.0500816,0.03464622,0.02574585,0.01915019,20.63988,18.62011,17.57157,17.14268,16.83379,0.0670000016689301,0.866999983787537,2
21,53119,0.2708773,6.032218E-5,0,-0.949338924196563,0.226319923330143,0.218024996982341,1,1,1,0,0,0,0,1237661950783586564,1,0,22.2034,20.22141,18.7645,18.20261,17.83652,0.274413,0.02551025,0.02344898,0.01865146,0.02159384,22.35674,20.49874,18.98535,18.41693,18.03582,0.2601149,0.02435351,0.01056903,0.009870051,0.02181667,19.64,18.9511,17.51838,17.01863,16.57731,0.197888,0.05293226,0.02562152,0.02295324,0.05401616,20.70535,18.99857,17.51725,16.93248,16.57002,0.167844,0.01851274,0.008272194,0.007863866,0.01691956,18.1981,18.88406,17.51726,16.98215,16.60006,0.1126005,0.01848796,0.008272193,0.007861014,0.01691171,17.89483,0.2042463,0.7801113,257,24577,24577,24577,24577,24577,0.06793798,0.05293681,0.03662144,0.02721366,0.02024196,20.63741,18.94563,17.48063,16.90526,16.54978,0.158000007271767,0.788999974727631,2
22,53062,0.1457432,2.246325E-5,0,-0.966337011579828,0.154013290208194,0.206089025642354,1,1,1,0,0,0,0,1237661812268859445,1,0,21.10526,19.87487,18.84369,18.45922,18.22641,0.1000828,0.02523057,0.0183688,0.01691671,0.0335733,21.39744,20.00936,19.07392,18.63123,18.31769,0.1033787,0.01640324,0.01141991,0.01023348,0.0323192,19.72717,18.60251,17.74823,17.39738,17.22528,0.1651265,0.02513724,0.01932754,0.02205262,0.07844046,19.85865,18.49143,17.5869,17.17321,16.87167,0.08573992,0.01191194,0.008797302,0.008999008,0.02446866,19.51417,18.465,17.64374,17.3033,17.08491,0.08073021,0.01203553,0.008857989,0.009030952,0.02454581,23.92065,0.3156675,0.7825118,257,1,24577,24577,24577,24577,0.1531803,0.1193571,0.08257067,0.06135886,0.04563972,19.70547,18.37207,17.50433,17.11185,16.82603,0.209000006318092,0.700999975204468,2
23,53062,0.2079261,3.635466E-5,0,-0.966666294554773,0.168106544291236,0.193122926495543,1,1,1,0,0,0,0,1237661948637544694,1,0,21.93065,19.97147,18.69405,18.28215,17.92696,0.1963895,0.02421389,0.02916979,0.03166416,0.02866605,22.19316,20.19774,18.94728,18.41586,18.08251,0.2161321,0.02038351,0.01037652,0.009317625,0.01891126,21.50411,19.10733,17.79425,17.3496,16.99472,0.6999553,0.0392179,0.01890425,0.01746055,0.04603348,21.18365,19.02262,17.74793,17.23702,16.88644,0.2100574,0.01636859,0.008421158,0.0075879,0.01749083,21.67218,18.99505,17.74793,17.29368,16.93443,0.2915331,0.01636705,0.008421159,0.007585035,0.01750845,14.44592,0.1624622,0.7822441,257,24577,24577,24577,24577,24577,0.09536567,0.07430828,0.05140612,0.03820026,0.02841398,21.08829,18.94831,17.69653,17.19882,16.85802,0.028999999165535,0.927999973297119,2
24,53062,0.1142601,8.3764E-6,0,-0.96622509085083,0.158875367060547,0.202898229542996,1,1,1,0,0,0,0,1237661812268728397,1,0,20.70841,19.64652,18.80004,18.54207,18.46496,0.07992105,0.02172639,0.02547627,0.02171557,0.04277943,21.01734,19.71695,18.99267,18.63608,18.36619,0.08485901,0.01263805,0.01079768,0.01153785,0.0339573,19.41342,18.29419,17.59553,17.24556,17.04801,0.1067163,0.01676494,0.01458226,0.01660755,0.05775046,19.51307,18.25957,17.55155,17.1976,16.96332,0.05648706,0.008997397,0.007653195,0.008181694,0.02396145,19.12299,18.23297,17.55155,17.19708,16.99381,0.05860905,0.008991045,0.007653195,0.008178966,0.02394361,42.71107,0.443919,0.7774954,257,1,24577,24577,24577,24577,0.1201851,0.09364744,0.06478487,0.0481421,0.03580888,19.39289,18.16592,17.48677,17.14946,16.92751,0.243000000715256,0.675999999046326,2
25,54266,0.10924,3.440381E-5,0,-0.56573508530349,-0.808484897140672,0.162160366156745,1,1,1,0,0,0,0,1237662636373311806,1,0,21.42199,19.49184,18.63781,18.19797,17.78098,0.09637399,0.02051153,0.01378211,0.01583344,0.02448023,21.4521,19.54408,18.57681,18.15062,17.78901,0.1083056,0.01170215,0.007770463,0.007506001,0.01728618,20.48867,18.6263,17.68497,17.26805,16.91386,0.1799705,0.028529,0.02050323,0.02111071,0.02973431,20.60788,18.68308,17.70716,17.273,16.89206,0.08623359,0.009644148,0.006755026,0.006607013,0.01328498,20.34277,18.64553,17.70717,17.30855,16.9322,0.08403515,0.009641996,0.006755026,0.006604551,0.01327749,3.949732,0.0222049,0.966105,257,24577,24577,24577,24577,24577,0.1577623,0.1229274,0.08504057,0.06319426,0.04700492,20.45012,18.56016,17.62212,17.2098,16.84505,0.179000005125999,0.78600001335144,2
26,54266,0.1084044,2.623742E-5,0,-0.56731367370383,-0.810420110904689,0.146199998187057,1,1,1,0,0,0,0,1237661950276141274,1,0,21.70463,20.20924,19.58971,19.18118,18.73524,0.1549909,0.02756486,0.02105233,0.02371139,0.03761308,21.728,20.23599,19.3761,18.95702,18.6903,0.1762231,0.01952219,0.01205492,0.01269479,0.03869694,19.7539,18.18536,17.61543,17.28256,17.37248,0.2404329,0.02150714,0.01978432,0.01952873,0.09577408,19.87244,18.48223,17.73587,17.34866,17.10476,0.09601666,0.01162649,0.009138602,0.008616476,0.02681576,19.70164,18.08503,17.54206,17.2221,17.20324,0.09691039,0.01189539,0.009406207,0.008811407,0.02696572,43.61906,0.6301203,0.8743092,257,24577,24577,24577,24577,24577,0.1538051,0.1198439,0.08290744,0.06160911,0.04582586,19.71863,18.36238,17.65296,17.28705,17.05893,0.559000015258789,0.381999999284744,1
27,53137,0.0412666,1.211307E-5,0,-0.54085470029281,-0.828572106210022,0.144722002411044,1,1,1,0,0,0,0,1237662199898177630,1,0,19.52564,17.55728,16.74421,16.36313,15.98102,0.02742285,0.0148051,0.01510821,0.01334573,0.01930012,19.37896,17.39462,16.50066,16.0712,15.71665,0.02077121,0.005498104,0.004098338,0.004232974,0.00404194,16.79185,15.15911,14.28666,13.86188,13.62868,0.03660189,0.01790609,0.01469642,0.01189698,0.009585003,17.03973,15.12811,14.23296,13.81788,13.49943,0.01383504,0.002477807,0.002078,0.002116376,0.003241627,16.7988,15.11674,14.2329,13.82967,13.62215,0.01376943,0.002477695,0.002078,0.002116254,0.003233957,18.28323,0.01839584,0.8915561,257,24577,24577,24577,24577,24577,0.1563764,0.1218475,0.08429351,0.06263911,0.04659199,16.88335,15.00626,14.14866,13.75524,13.45284,0.00999999977648258,0.940999984741211,2
28,53137,0.3909892,9.729875E-5,0,-0.53793207185781,-0.829044871161138,0.152688204089823,1,1,1,0,0,0,0,1237662636374164612,1,0,24.96289,21.96992,20.36267,19.765,19.25429,0.6606733,0.06126438,0.02571599,0.02515695,0.04061702,24.27725,21.89844,20.147,19.46482,19.08971,0.9412785,0.07186743,0.02428053,0.01985079,0.04931489,21.79228,20.7529,18.96873,18.38729,18.1674,1.037428,0.1495763,0.04246843,0.04445317,0.1360553,24.27044,20.63165,18.87837,18.21586,17.82596,2.001807,0.0511624,0.01770717,0.01475328,0.03500608,21.70554,20.75907,18.87836,18.28808,18.10047,0.9707099,0.05079815,0.01871219,0.01474434,0.04077218,7.749432,0.2021084,0.955689,257,24577,24577,24577,24577,24577,0.1737697,0.1354002,0.09366921,0.06960626,0.05177427,24.09667,20.49625,18.7847,18.14625,17.77418,0.0570000000298023,0.771000027656555,2
